index,image_path,markdown
10,/Users/paulobautista/Documents/streamlit/image/91315069_91315070.png,"# HARLEY-DAVIDSON 100'S CIGARETTES PROGRESS REPORT

TO: R. H. ORCUTT

SUBMISSION DATE:
- OCT 3 [ ]
- OCT 31 [ ]
- DEC 26 [ ]
- JAN 23 [ ]

FROM: ___________________________

SUBJECT: HARLEY-DAVIDSON 100'S CIGARETTES PROGRESS REPORT

---

DISTRIBUTION: EFFECTIVENESS OF PRE-SELL (REPORT ON OCT. 3 ONLY).

---

DIRECT ACCOUNT AND CHAIN VOIDS (USE X TO INDICATE A VOID):

| ACCOUNT | NO. STORES | 100'S | LTS. 100'S |
|---------|------------|-------|------------|
|         |            |       |            |
|         |            |       |            |
|         |            |       |            |
|         |            |       |            |
|         |            |       |            |
|         |            |       |            |
|         |            |       |            |

---

% OF DISTRIBUTION ACHIEVED IN RETAIL OUTLETS:

% CLASSIFIED CALLS
% ANNUAL CALLS

---

PROMOTIONAL IMPACT:

$.50 OFF PACK:

SALES FORCE 20'S:

$5.00 OFF CARTON:

---

1 of 2

91 31509"
11,/Users/paulobautista/Documents/streamlit/image/0060207528.png,"# LAURENCE, CHARLES, FREE & LAWSON, INC.

260 MADISON AVENUE, NEW YORK, NY 10016 (212) 213-4646

## 30-SHEET POSTING COMPLETION REPORT FORM

PLEASE RETURN TWO (2) COPIES OF THE LOCATION LIST ALONG WITH TWO (2) COPIES OF THIS COMPLETION REPORT FORM TO THE ATTENTION OF MR. JOSEPH VAZQUEZ AT THE ABOVE ADDRESS.

CONTRACT: A-530-1059

CLIENT: THE AMERICAN TOBACCO COMPANY

BRAND NAME: PALL MALL RED LIGHTS

MARKET: Akron, OH

PLANT OPERATOR: Patrick Media Group, Inc.

SIZE SHOWING: # 75 GRP

NUMBER OF PANELS:

| REGULAR | ILLUMINATED | TOTAL |
|---------|-------------|-------|
| 9       | 45          | 54    |

D.E.C. 534.1

PLANT AVERAGE: 527.6

S.P.V.

PLANT AVERAGE:

DATE POSTERS RECEIVED FROM LITHOGRAPHER: 6/27/89

POSTER DESIGN: THE TASTE BREAKS THROUGH

SCHEDULED POSTING DATE: 7/16/89

DATE POSTING COMPLETED: 7/21/89

THIS WILL CERTIFY THAT I HAVE EXAMINED THE RECORDS OF OUR BILLPOSTERS, AND VERIFY THAT ALL LOCATIONS LISTED ON THE ATTACHED LOCATION LIST WERE PROPERLY POSTED WITH THE CORRECT DESIGN WITHIN FIVE WORKING DAYS OF THE POSTING DATE ACCEPTED ON THE CONTRACT.

SIGNATURE: [Handwritten signature]
Plant Manager/Posting Supt.

DATE: 7/25/89

ATT."
12,/Users/paulobautista/Documents/streamlit/image/91161344_91161347.png,"# Today's Date: 1/20/78

TO: Mr. Flinn
    Mr. Gottman
    Mr. Goldbrenner

Mr. Donahue (Loews)
Mr. Duffy (Loews)
Mr. Miele (Loews)

Mr. Hudson (Greensboro)
Dr. Schultz (Greensboro)
Mr. Tucker (Greensboro)
Dr. Jones (Greensboro)

## PRODUCT: FF1

### MHD #: 5546/478

### PROJECT ORIGINATED BY: William Doyle

1. STATES AND CITIES* SELECTED TO RECEIVE PRODUCT:

| State           | Selected | State           | Selected | State           | Selected |
|-----------------|----------|-----------------|----------|-----------------|----------|
| Alabama         | x        | Louisiana       | x        | Oklahoma        |          |
| Alaska          |          | Maine           | x        | Oregon          | x        |
| Arizona         | x        | Maryland        | x        | Pennsylvania    | x        |
| Arkansas        | x        | Massachusetts   |          | Rhode Island    |          |
| California      | x        | Michigan        | x        | South Carolina  | x        |
| Colorado        | x        | Minnesota       | x        | South Dakota    |          |
| Connecticut     | x        | Mississippi     | x        | Tennessee       | x        |
| Delaware        | x        | Missouri        | x        | Texas           |          |
| D. C.           | x        | Montana         |          | Utah            | x        |
| Florida         |          | Nebraska        | x        | Vermont         | x        |
| Georgia         | x        | Nevada          |          | Virginia        |          |
| Hawaii          |          | New Hampshire   | x        | Washington      |          |
| Idaho           |          | New Jersey      | x        | West Virginia   | x        |
| Illinois        | x        | New Mexico      | x        | Wisconsin       | x        |
| Indiana         |          | New York        | x        | Wyoming         |          |
| Iowa            |          | North Carolina  | x        | *Chicago, Ill.  | x        |
| Kansas          | x        | North Dakota    | x        | *NYC, N. Y.     | x        |
| Kentucky        | x        | Ohio            | x        |                 |          |

2. ESTIMATED TEST PRODUCT QUANTITIES (PER MARKET)

| PRODUCT |         | QUANTITY                  | (1's, 5's, 20's etc.) |
|---------|---------|---------------------------|------------------------|
| Code #  | Code #  |                           |                        |
| 741     | 519     | Varies by market,         | All are 20's           |
| 753     | 934     | see attached list.        |                        |
| 827     | 639     | Approx. 20% of the        |                        |
| 462     |         | total # by state          |                        |
|         |         | will receive product.     |                        |

2a. ESTIMATED TOTALS BY PRODUCT (ALL MARKETS COMBINED)

| PRODUCT      | QUANTITY    | (1's, 5's, 20's etc.) |
|--------------|-------------|------------------------|
| Code #741    | 1920 Packs  | All are 20's           |
| Code #753    | 1920 Packs  |                        |
| Code #827    | 960 Packs   |                        |
| Code #462    | 960 Packs   |                        |
| Code #519    | 1920 Packs  |                        |
| Code #934    | 1920 Packs  |                        |
| Code #639    | 1920 Packs  |                        |

Special Comments:"
13,/Users/paulobautista/Documents/streamlit/image/71366499.png,"# BROWN & WILLIAMSON TOBACCO CORPORATION

![B&W logo](logo_placeholder.png) ![Communications logo](communications_logo_placeholder.png)

JOB NO. 7559

BRAND: BKOOL

DESCRIPTION: CMS Amerada Hess Dispenser Sign

DATE: 12/15/97

SQ. INCHES/FEET: 261 sq.""

TRIM SIZE: 14 1/2"" X 18""

WARNING: 3A
14 1/2"" X 8"" - 116 sq.""

T&N: NA

| OTT APPROVALS |            |            |
|----------------|------------|------------|
| Signature      | Department | Date       |
| *Larry Young*  | AE         | 12/15/97   |
| *S.N.*         | PROD       | 12-15-97   |

| B&W APPROVALS |            |            |
|----------------|------------|------------|
| Signature      | Department | Date       |
|                |            |            |
|                |            |            |
|                |            |            |

| REVISIONS | DATE COMPLETE | REVISIONS APPROVED |
|-----------|---------------|---------------------|
|           |               |                     |

210350475
PRODUCED FROM B&W WEB SITE"
14,/Users/paulobautista/Documents/streamlit/image/00922237.png,"# PURCHASE REQUISITION

| P.O. 1934 REV. 7/75 | DATE |
|----------------------|------|
| ☐ PURCHASING         | 1-7-75 |
| ☐ STATIONERY         |      |

PLEASE INCLUDE ONLY ONE TYPE OF MATERIAL ON THIS REQUISITION

| FOR PURCHASING DEPARTMENT USE ONLY | ORDER NO. |
|-------------------------------------|-----------|
| VENDOR                              |           |
| Microbiological Associates, 5221 River Rd., Bethesda, MD 20816 |           |

| Prev. or Recommended Supplier |
|-------------------------------|

| TERMS | F.O.B. | VIA |
|-------|-------|-----|
| 15 Net | N/A   | N/A |

| SHIP TO (DEPT. & BRANCH) | DATE WANTED |
|--------------------------|-------------|
| Lorillard Research Center | As required |
| Attn: Dr. Harry Minnemeyer |             |

P. O. Box 21688, Greensboro, N. C. 27420

| QUANTITY | CODE | DESCRIPTION | UNIT PRICE |
|----------|------|-------------|------------|
|          | This is your authorization to provide the ""1601.013: The Effect of Inhalation |            |
|          | of Reference and Test (D3 and D4) Cigarette Smoke on Two Cytogenetic Endpoints |            |
|          | in Mice: Chromosome Aberrations and Sister Chromatid Exchange"" test for a |            |
|          | fixed price of $19,750. Tests will be performed in accordance with the |            |
|          | December 21, 1981 formal agreement between Microbiological Associates and |            |
|          | Lorillard. All work is to be coordinated with our Dr. Harry Minnemeyer. |            |
|          | (919) 373-6603. |            |

| FOLLOW UP DATE | REQUISITION NO. | ISSUED BY |
|-----------------|-----------------|-----------|
|                 |                 | 00922237  |

| BUDGET NO. | ACCT. NO. | DEPT. NO. | APPROVED BY |
|------------|-----------|-----------|-------------|
|            | 4111      | 9590      | [Signature] |"
15,/Users/paulobautista/Documents/streamlit/image/86263525.png,"# RECORDS RETENTION SCHEDULE RECONCILIATION

## RECORDS MANAGEMENT DEPARTMENT - M/C

DEPARTMENT NAME | SCIENCE & TECHNOLOGY
-----------------|-------------------------
COST CENTER NUMBER | 141

INDEX BINDERS CONSOLIDATED BY:

N/A | DATE |
----|------|

INDEX BINDER RE-LABELED BY:

Lorna Mallory | DATE | 2/15/90
--------------|------|--------

RETENTION & RECOMMENDATION FILE REORGANIZED AND RE-LABELED BY:

N/A | DATE |
----|------|

RECORDS RETENTION SCHEDULE PLACED IN INDEX BINDER AND IN FILE BY:

Wayne Baughan | DATE | 4/18/90
--------------|------|--------

BOXES CREATED FOR HARD COPY PERMANENT RETENTION RECORDS BY:

N/A | DATE |
----|------|

RECORDS TRANSFER INVENTORY FORMS UPDATED BY:

Wayne Baughan | DATE | 7/25/90
--------------|------|--------

20511-8008"
16,/Users/paulobautista/Documents/streamlit/image/91355841.png,"# COMPETITIVE ACTIVITIES AND PROMOTIONS

| Field | Value |
|-------|-------|
| REPORTED BY: | A. L. EVERETT, MANAGER, CHAIN ACCOUNTS - ATLANTA, GA |
| DATE: | SEPT. 27, 1991 |
| MANUFACTURER: | BROWN & WILLIAMSON |
| BRAND(S) PROMOTED: | KOOL CIGARETTES |
| TYPE OF PROMOTION: | SEE ATTACHMENTS |
| HOW WIDESPREAD? | |
| OTHER COMMENTS: | |

CC:
- A. H. TISCH
- R. H. ORCUTT
- M. A. PETERSON
- M. L. ORLOWSKY
- L. GORDON
- J. P. MASTANDREA
- G. R. TELFORD
- R. G. RYAN
- N. P. RUFFALO
- T. L. ACHEY
- P. J. McCANN
- A. J. GIACCIO
- J. J. TATULLI
- L. H. KERSH
- J. R. SLATER
- S. T. JONES
- R. S. GOLDBRENNER
- N. SIMEONIDIS
- S. F. SMITH"
17,/Users/paulobautista/Documents/streamlit/image/93380187.png,"# COUPON CODE REGISTRATION FORM

| Field | Value |
|-------|-------|
| FROM: | MICHELLE LEPRE |
| TO: | V.M. LOSITO |
| CC: | S.A. RAPISARDI<br>J. BAYLISS<br>K.P. AUGUSTYN<br>M. McGLYNN |

- BRAND(S) APPLICABLE: TRUE
- MEDIA TYPE: SALES FORCE APPLIED - IRC
- MEDIA NAME: 
- ISSUE FREQUENCY/YEAR: 
- SPACE/COLOR: 
- COUPON ISSUE DATE: MAY 1992
- COUPON EXPIRATION DATE: 8/31/92
- CIRCULATION: 560,000
- GEOGRAPHICAL AREA(S): TRUE CORE MARKETS *
- COUPON VALUE: 50¢
- PACK AND/OR CARTON: PACK
- *ADVERTISING CREATIVE TITLE: 
- SIGNATURE OF INITIATOR: [Signature]
- DATE INITIATED: JANUARY 8, 1992

ANALYTICAL REQUIREMENTS:

\* TRUE CORE AREAS
- TOTAL NEW YORK
- NEW HAVEN
- TOTAL BOSTON
- HARTFORD
- TOTAL SAN FRANCISCO
- SYRACUSE
- ROCHESTER
- TOTAL PHILADELPHIA
- TOTAL CHICAGO
- BUFFALO
- ALBANY

- TOTAL NEW JERSEY
- PROVIDENCE
- CAMDEN
- CONCORD
- SPRINGFIELD
- BALTIMORE
- PORTLAND, ME
- TOTAL DETROIT
- TOTAL WASHINGTON DC
- REGION 15 (X SAN BERNARDINO)

FOR CONTROL USE ONLY:
- CODE ASSIGNED: 572188
- JOB NUMBER: 1193
- EST. REDEMPTION: 20%

[FAXED] [EXHIBIT A] [92-93]"
18,/Users/paulobautista/Documents/streamlit/image/82251504.png,"# Retail Excel Progress Report

| Submission for: | Distribution by/to: |
|-----------------|---------------------|
| July 31         ( ) | DM to RSM 1st of Month |
| August 29       ( ) | RSM to R.W.C. 10th |
| September 30    ( ) | cc: D.O.S. |
| October 31      ( ) |  |
| November 28     ( ) |  |
| December 30     ( ) |  |

**To:** R. W. Caldarella

**From:** Kent B. Mills

**Area:** 5  **Region:** 17

## Acceptance/Response: What is the retailers response to Lorillard's Excel
Merchandising Program?

**Chains:** This program has been successful to date with chains where our ""Flex
Payment"" was not in place. The chains where we were using the ""Flex Payment""
system we have not been as successful. The P.O.S. requirements of the P-1 Plan
with Oil Companies is difficult to obtain.

**Independents:**
Additional P.V. merchandising is being secured quickly.

Additional monies have assisted Region 17 in fighting PM Exclusives and PM/RJR
co-existence situations.

## Hardware Evaluation/Effectiveness: Comment on the assembly of displays and
application of shields:
The displays are easily assembled and durable. Some questions have been raised
concerning the inability to be flush with the counter and/or up against the register.
As well as the ability to place this on the Back Bar if the settlement goes through.

## Permanent Advertising Evaluation/Effectiveness/Acceptance: (P-1/P-5 & C-5
Plans Only):
Not available at this time"
19,/Users/paulobautista/Documents/streamlit/image/01150773_01150774.png,"# COVINGTON & BURLING

1201 PENNSYLVANIA AVENUE, N.W.
P.O. BOX 7566
WASHINGTON, D.C. 20044-7566
(202) 662-6000

LECONFIELD HOUSE
CURZON STREET
LONDON W1Y 8AS ENGLAND
TELEPHONE: 44-71-495-5655

TELEX: (202)662-6291
TELECOPIER: (202)662-6780
CABLE: COVING

BRUSSELS CORRESPONDENT OFFICE
44 AVENUE DES ARTS
BRUSSELS 1040 BELGIUM
TELEPHONE: 32-2-512-5950

| THIS FACSIMILE TRANSMISSION IS INTENDED ONLY FOR THE ADDRESSEE SHOWN BELOW. IT MAY CONTAIN INFORMATION THAT IS PRIVILEGED, CONFIDENTIAL OR OTHERWISE PROTECTED FROM DISCLOSURE. ANY REVIEW, DISSEMINATION OR USE OF THIS TRANSMISSION OR ITS CONTENTS BY PERSONS OTHER THAN THE ADDRESSEE IS STRICTLY PROHIBITED. IF YOU HAVE RECEIVED THIS TRANSMISSION IN ERROR, PLEASE NOTIFY US IMMEDIATELY BY TELEPHONE AND MAIL THE ORIGINAL TO US AT THE ABOVE ADDRESS. |
|---|

Date: January 15, 1997

To: Mark Berlind

From: David H. Remes

Room: 803E

7 Pages (including cover)

Message:

If there is a transmission problem, please call:

(202) 662-6280 Telecommunications
(202) 662-5942 Leslie L. Daniels - Secretary

[RECEIVED stamp]
JAN 15 1997
MARK H. BERLIND"
